fecha,total_bultos,cajas_granel,total_kilos,total_cubicaje,subtotal_sin_iva,total_con_iva,n_productos,modo_replicar_venta,semana_plan
2026-08-18 13:35,115,39,661.5,99.57,2829793.53,3424050.17,55,True,
